,player,team,comp,surname
5444,thomas rogers,tas,domestic_one_day,rogers
5445,oliver davies,nsw,domestic_one_day,davies
5446,mitchell swepson,qld,domestic_one_day,swepson
5447,thomas kelly,sa,domestic_one_day,kelly
5448,henry thornton,sa,domestic_one_day,thornton
5449,matthew kuhnemann,tas,domestic_one_day,kuhnemann
5450,max bryant,qld,domestic_one_day,bryant
5451,jack edwards,nsw,domestic_one_day,edwards
5452,bradley hope,tas,domestic_one_day,hope
5453,hugo burdon,qld,domestic_one_day,burdon
5454,fergus o’neill,victoria,domestic_one_day,o’neill
5455,cooper connolly,wa,domestic_one_day,connolly
5456,tanveer sangha,nsw,domestic_one_day,sangha
5457,joshua brown,victoria,domestic_one_day,brown
5458,beau webster,tas,domestic_one_day,webster
5459,jayden goodwin,wa,domestic_one_day,goodwin
5460,william prestwidge,tas,domestic_one_day,prestwidge
5461,timothy ward,tas,domestic_one_day,ward
5462,mark steketee,qld,domestic_one_day,steketee
5463,henry hunt,sa,domestic_one_day,hunt
5464,gurinder sandhu,qld,domestic_one_day,sandhu
5465,josh inglis,wa,domestic_one_day,inglis
5466,glenn maxwell,victoria,domestic_one_day,maxwell
5467,jake doran,tas,domestic_one_day,doran
5468,william salzmann,nsw,domestic_one_day,salzmann
5469,keaton critchell,wa,domestic_one_day,critchell
5470,liam hatcher,nsw,domestic_one_day,hatcher
5471,gabe bell,tas,domestic_one_day,bell
5472,jack nisbet,nsw,domestic_one_day,nisbet
5473,hayden kerr,nsw,domestic_one_day,kerr
5474,harry matthias,sa,domestic_one_day,matthias
5475,peter siddle,victoria,domestic_one_day,siddle
5476,wesley agar,sa,domestic_one_day,agar
5477,jhye richardson,wa,domestic_one_day,richardson
5478,nathan mcandrew,sa,domestic_one_day,mcandrew
5479,marnus labuschagne,qld,domestic_one_day,labuschagne
5480,spencer johnson,sa,domestic_one_day,johnson
5481,charlie anderson,nsw,domestic_one_day,anderson
5482,bryce jackson,wa,domestic_one_day,jackson
5483,daniel hughes,nsw,domestic_one_day,hughes
5484,baxter holt,wa,domestic_one_day,holt
5485,joel curtis,wa,domestic_one_day,curtis
5486,todd murphy,victoria,domestic_one_day,murphy
5487,aaron hardie,wa,domestic_one_day,hardie
5488,liam guthrie,qld,domestic_one_day,guthrie
5489,xavier crone,victoria,domestic_one_day,crone
5490,jason behrendorff,wa,domestic_one_day,behrendorff
5491,andrew tye,wa,domestic_one_day,tye
5492,rafael macmillan,tas,domestic_one_day,macmillan
5493,ben manenti,sa,domestic_one_day,manenti
5494,matthew spoors,wa,domestic_one_day,spoors
5495,lloyd pope,sa,domestic_one_day,pope
5496,matthew kelly,wa,domestic_one_day,kelly
5497,jordan buckingham,sa,domestic_one_day,buckingham
5498,lance morris,wa,domestic_one_day,morris
5499,corey rocchiccioli,wa,domestic_one_day,rocchiccioli
5500,jake fraser-mcgurk,sa,domestic_one_day,fraser-mcgurk
5501,billy stanlake,tas,domestic_one_day,stanlake
5502,callum vidler,qld,domestic_one_day,vidler
5503,mahli beardman,wa,domestic_one_day,beardman
5504,mitch perry,victoria,domestic_one_day,perry
5505,xavier bartlett,qld,domestic_one_day,bartlett
5506,cameron gannon,wa,domestic_one_day,gannon
5507,brody couch,wa,domestic_one_day,couch
5508,harry conway,sa,domestic_one_day,conway
5509,tom whitney,qld,domestic_one_day,whitney
5510,scott boland,victoria,domestic_one_day,boland
5511,cam mcclure,victoria,domestic_one_day,mcclure
5512,riley meredith,tas,domestic_one_day,meredith
5513,joel paris,wa,domestic_one_day,paris
5514,oliver peake,victoria,domestic_one_day,peake
5515,jackson bird,nsw,domestic_one_day,bird
5516,tom straker,qld,domestic_one_day,straker
5517,patrick dooley,tas,domestic_one_day,dooley
5518,thomas balkin,qld,domestic_one_day,balkin
5519,teague wyllie,wa,domestic_one_day,wyllie
5520,nivethan radhakrishnan,tas,domestic_one_day,radhakrishnan
5521,douglas warren,victoria,domestic_one_day,warren
5522,ryan hadley,nsw,domestic_one_day,hadley
5523,brendan doggett,sa,domestic_one_day,doggett
5524,campbell thompson,sa,domestic_one_day,thompson
5525,joel davies,nsw,domestic_one_day,davies
5526,liam haskett,wa,domestic_one_day,haskett
5527,aidan o’connor,tas,domestic_one_day,o’connor
5528,james bazley,qld,domestic_one_day,bazley
5529,jake weatherald,tas,sheffield_shield,weatherald
5530,hilton cartwright,wa,sheffield_shield,cartwright
5531,kurtis patterson,nsw,sheffield_shield,patterson
5532,campbell kellaway,victoria,sheffield_shield,kellaway
5533,peter handscomb,victoria,sheffield_shield,handscomb
5534,henry hunt,sa,sheffield_shield,hunt
5535,timothy ward,tas,sheffield_shield,ward
5536,sam konstas,nsw,sheffield_shield,konstas
5537,jake lehmann,sa,sheffield_shield,lehmann
5538,alex carey,sa,sheffield_shield,carey
5539,jimmy peirson,qld,sheffield_shield,peirson
5540,jack clayton,qld,sheffield_shield,clayton
5541,jordan silk,tas,sheffield_shield,silk
5542,jake doran,tas,sheffield_shield,doran
5543,jason sangha,sa,sheffield_shield,sangha
5544,marcus harris,victoria,sheffield_shield,harris
5545,ben mcdermott,qld,sheffield_shield,mcdermott
5546,jayden goodwin,wa,sheffield_shield,goodwin
5547,conor mcinerney,sa,sheffield_shield,mcinerney
5548,matt renshaw,qld,sheffield_shield,renshaw
5549,beau webster,tas,sheffield_shield,webster
5550,nathan mcsweeney,sa,sheffield_shield,mcsweeney
5551,oliver davies,nsw,sheffield_shield,davies
5552,josh philippe,nsw,sheffield_shield,philippe
5553,jack edwards,nsw,sheffield_shield,edwards
5554,matthew gilkes,nsw,sheffield_shield,gilkes
5555,ben manenti,sa,sheffield_shield,manenti
5556,sam harper,victoria,sheffield_shield,harper
5557,josh inglis,wa,sheffield_shield,inglis
5558,usman khawaja,qld,sheffield_shield,khawaja
5559,samuel fanning,wa,sheffield_shield,fanning
5560,fergus o’neill,victoria,sheffield_shield,o’neill
5561,cameron bancroft,wa,sheffield_shield,bancroft
5562,tom rogers,victoria,sheffield_shield,rogers
5563,angus lovell,qld,sheffield_shield,lovell
5564,mitchell owen,tas,sheffield_shield,owen
5565,liam scott,sa,sheffield_shield,scott
5566,nivethan radhakrishnan,tas,sheffield_shield,radhakrishnan
5567,lachlan hearne,qld,sheffield_shield,hearne
5568,joel curtis,wa,sheffield_shield,curtis
5569,sam whiteman,wa,sheffield_shield,whiteman
5570,bradley hope,tas,sheffield_shield,hope
5571,cooper connolly,wa,sheffield_shield,connolly
5572,ashton turner,wa,sheffield_shield,turner
5573,caleb jewell,tas,sheffield_shield,jewell
5574,nicolas maddinson,nsw,sheffield_shield,maddinson
5575,harry nielsen,sa,sheffield_shield,nielsen
5576,jack wildermuth,qld,sheffield_shield,wildermuth
5577,mark steketee,qld,sheffield_shield,steketee
5578,michael neser,qld,sheffield_shield,neser
5579,harry dixon,victoria,sheffield_shield,dixon
5580,todd murphy,victoria,sheffield_shield,murphy
5581,chris green,nsw,sheffield_shield,green
5582,samuel elliott,victoria,sheffield_shield,elliott
5583,nathan mcandrew,sa,sheffield_shield,mcandrew
5584,daniel drew,sa,sheffield_shield,drew
5585,cameron gannon,wa,sheffield_shield,gannon
5586,kieran elliott,tas,sheffield_shield,elliott
5587,marnus labuschagne,qld,sheffield_shield,labuschagne
5588,xavier crone,victoria,sheffield_shield,crone
5589,mitch perry,victoria,sheffield_shield,perry
5590,blake nikitaras,nsw,sheffield_shield,nikitaras
5591,thomas kelly,sa,sheffield_shield,kelly
5592,ashley chandrasinghe,victoria,sheffield_shield,chandrasinghe
5593,mitchell swepson,qld,sheffield_shield,swepson
5594,corey rocchiccioli,wa,sheffield_shield,rocchiccioli
5595,joel paris,wa,sheffield_shield,paris
5596,xavier bartlett,qld,sheffield_shield,bartlett
5597,blake macdonald,victoria,sheffield_shield,macdonald
5598,william sutherland,victoria,sheffield_shield,sutherland
5599,mitch marsh,wa,sheffield_shield,marsh
5600,matt short,victoria,sheffield_shield,short
5601,charlie wakim,tas,sheffield_shield,wakim
5602,moises henriques,nsw,sheffield_shield,henriques
5603,aidan o’connor,tas,sheffield_shield,o’connor
5604,brody couch,wa,sheffield_shield,couch
5605,tanveer sangha,nsw,sheffield_shield,sangha
5606,jonathan merlo,victoria,sheffield_shield,merlo
5607,ashton agar,wa,sheffield_shield,agar
5608,oliver peake,victoria,sheffield_shield,peake
5609,matthew kuhnemann,tas,sheffield_shield,kuhnemann
5610,peter siddle,victoria,sheffield_shield,siddle
5611,tom straker,qld,sheffield_shield,straker
5612,henry thornton,sa,sheffield_shield,thornton
5613,lawrence neil-smith,tas,sheffield_shield,neil-smith
5614,ben dwarshuis,nsw,sheffield_shield,dwarshuis
5615,bryce street,qld,sheffield_shield,street
5616,rafael macmillan,tas,sheffield_shield,macmillan
5617,gabe bell,tas,sheffield_shield,bell
5618,brendan doggett,sa,sheffield_shield,doggett
5619,jake fraser-mcgurk,sa,sheffield_shield,fraser-mcgurk
5620,jackson bird,nsw,sheffield_shield,bird
5621,lloyd pope,sa,sheffield_shield,pope
5622,scott boland,victoria,sheffield_shield,boland
5623,travis head,sa,sheffield_shield,head
5624,liam hatcher,nsw,sheffield_shield,hatcher
5625,teague wyllie,wa,sheffield_shield,wyllie
5626,keaton critchell,wa,sheffield_shield,critchell
5627,jhye richardson,wa,sheffield_shield,richardson
5628,tom whitney,qld,sheffield_shield,whitney
5629,lachlan shaw,nsw,sheffield_shield,shaw
5630,riley meredith,tas,sheffield_shield,meredith
5631,hamish mckenzie,wa,sheffield_shield,mckenzie
5632,harry conway,sa,sheffield_shield,conway
5633,hanno jacobs,nsw,sheffield_shield,jacobs
5634,jack nisbet,nsw,sheffield_shield,nisbet
5635,aaron hardie,wa,sheffield_shield,hardie
5636,ross pawson,nsw,sheffield_shield,pawson
5637,matthew kelly,wa,sheffield_shield,kelly
5638,hugo burdon,qld,sheffield_shield,burdon
5639,harry matthias,sa,sheffield_shield,matthias
5640,douglas warren,victoria,sheffield_shield,warren
5641,david moody,victoria,sheffield_shield,moody
5642,ryan hadley,nsw,sheffield_shield,hadley
5643,cam mcclure,victoria,sheffield_shield,mcclure
5644,spencer johnson,sa,sheffield_shield,johnson
5645,jordan buckingham,sa,sheffield_shield,buckingham
5646,benji floros,qld,sheffield_shield,floros
5647,liam guthrie,qld,sheffield_shield,guthrie
5648,charles stobo,wa,sheffield_shield,stobo
5649,dylan brasher,victoria,sheffield_shield,brasher
5650,william prestwidge,tas,sheffield_shield,prestwidge
5651,gurinder sandhu,qld,sheffield_shield,sandhu
5652,callum vidler,qld,sheffield_shield,vidler
5653,hugh weibgen,qld,sheffield_shield,weibgen
5654,lance morris,wa,sheffield_shield,morris
5655,wesley agar,sa,sheffield_shield,agar
5656,charlie anderson,nsw,sheffield_shield,anderson
5657,mahli beardman,wa,sheffield_shield,beardman
5658,jack sinfield,qld,sheffield_shield,sinfield
5659,jordan silk,brentwood,ecb_club,silk
5660,vansh jani,richmond,ecb_club,jani
5661,tyler mcgladdery,northern,ecb_club,mcgladdery
5662,will buttleman,brentwood,ecb_club,buttleman
5663,gary knight,ormskirk,ecb_club,knight
5664,ryan hackney,sutton,ecb_club,hackney
5665,cameron tanner,sutton,ecb_club,tanner
5666,aidan cahill,bath,ecb_club,cahill
5667,sam young,bath,ecb_club,young
5668,daniel escott,teddington,ecb_club,escott
5669,edward ballard,brentwood,ecb_club,ballard
5670,akhil patel,kimberley institute,ecb_club,patel
5671,christopher hewison,south northumberland,ecb_club,hewison
5672,harry church,leigh,ecb_club,church
5673,hamza shaikh,knowle  dorridge,ecb_club,shaikh
5674,alex vincent,northern,ecb_club,vincent
5675,calum turner,ormskirk,ecb_club,turner
5676,johan cronje,wollaton,ecb_club,cronje
5677,evan williams,kendal,ecb_club,williams
5678,riley ward,tamworth,ecb_club,ward
5679,rajpal beniwal,smethwick,ecb_club,beniwal
5680,kishen velani,wanstead  snaresbrook,ecb_club,velani
5681,joe ludlow,teddington,ecb_club,ludlow
5682,jack paull,penzance,ecb_club,paull
5683,matt boyle,three bridges,ecb_club,boyle
5684,ximus du plooy,kimberley institute,ecb_club,plooy
5685,josh blake,sutton,ecb_club,blake
5686,muhammad hassan hameed,wanstead  snaresbrook,ecb_club,hameed
5687,michael cowdrey,three bridges,ecb_club,cowdrey
5688,sam holden,ormskirk,ecb_club,holden
5689,daniel andrew,wollaton,ecb_club,andrew
5690,christian purchase,penzance,ecb_club,purchase
5691,ollie sutton,formby,ecb_club,sutton
5692,aaron west,brentwood,ecb_club,west
5693,george bacon,kimberley institute,ecb_club,bacon
5694,ben seabrook,penzance,ecb_club,seabrook
5695,thomas clee,woodlands,ecb_club,clee
5696,ryan ayres - pro,clifton,ecb_club,pro
5697,stuart van der merwe,weybridge,ecb_club,merwe
5698,tom simmons,wanstead  snaresbrook,ecb_club,simmons
5699,nick langford,cuckney,ecb_club,langford
5700,charlie lowen,didsbury,ecb_club,lowen
5701,zeeshan manzoor,peterborough town,ecb_club,manzoor
5702,chris laker,northern,ecb_club,laker
5703,james cake,east molesey,ecb_club,cake
5704,connor fisher,tickhill,ecb_club,fisher
5705,cyrus shafi,golden hill,ecb_club,shafi
5706,wilf la fontaine jackson,st cross symondians,ecb_club,jackson
5707,callum taylor,swardeston,ecb_club,taylor
5708,nick anderson,didsbury,ecb_club,anderson
5709,tim hughes,didsbury,ecb_club,hughes
5710,harry ellison,bath,ecb_club,ellison
5711,joe baldwin,horwich rmi,ecb_club,baldwin
5712,minod bhanuka,tickhill,ecb_club,bhanuka
5713,conor golding,three bridges,ecb_club,golding
5714,dominic brown,kimberley institute,ecb_club,brown
5715,tim rouse,bath,ecb_club,rouse
5716,jack penn,golden hill,ecb_club,penn
5717,liam grey,northern,ecb_club,grey
5718,matthew mckiernan,leigh,ecb_club,mckiernan
5719,dylan hurst,wakefield thornes,ecb_club,hurst
5720,david clarke,peterborough town,ecb_club,clarke
5721,ross diver,tickhill,ecb_club,diver
5722,josh smith,peterborough town,ecb_club,smith
5723,r b s venkataraman,smethwick,ecb_club,venkataraman
5724,jordan taylor,swardeston,ecb_club,taylor
5725,nicholas keast,cuckney,ecb_club,keast
5726,lewis smith,prestwich,ecb_club,smith
5727,robert sehmi,didsbury,ecb_club,sehmi
5728,lloyd sabin,banbury,ecb_club,sabin
5729,sam frankland,woodlands,ecb_club,frankland
5730,jac kennedy,northern,ecb_club,kennedy
5731,jason marshall,wimbledon,ecb_club,marshall
5732,hasan ahmed,old hill,ecb_club,ahmed
5733,rawait khan,smethwick,ecb_club,khan
5734,nathan tilley,weybridge,ecb_club,tilley
5735,daaryoush ahmed,golden hill,ecb_club,ahmed
5736,george wells,blackheath,ecb_club,wells
5737,jack nightingale,kimberley institute,ecb_club,nightingale
5738,eddie bruce,richmond,ecb_club,bruce
5739,yuvraj odedra,wanstead  snaresbrook,ecb_club,odedra
5740,james russell,three bridges,ecb_club,russell
5741,haaris usman,wanstead  snaresbrook,ecb_club,usman
5742,shyam patel,loughborough town,ecb_club,patel
5743,tom grundy,leigh,ecb_club,grundy
5744,mitchell bradley,denby,ecb_club,bradley
5745,richard sims,swardeston,ecb_club,sims
5746,kaan hawes,witham,ecb_club,hawes
5747,alec price,moddershall  oulton,ecb_club,price
5748,tim jackson,woodlands,ecb_club,jackson
5749,jake swindells,horwich rmi,ecb_club,swindells
5750,james wolfenden,wakefield thornes,ecb_club,wolfenden
5751,jarvis clay,hetton lyons,ecb_club,clay
5752,sam dorsey,clifton,ecb_club,dorsey
5753,dylan blignaut,penzance,ecb_club,blignaut
5754,bilal shafayat,smethwick,ecb_club,shafayat
5755,harvey rankin,ormskirk,ecb_club,rankin
5756,tom gibson,prestwich,ecb_club,gibson
5757,ryan brown,formby,ecb_club,brown
5758,james cole,northern,ecb_club,cole
5759,sam greenland,teddington,ecb_club,greenland
5760,jack berry,horwich rmi,ecb_club,berry
5761,james o'kelly,loughborough town,ecb_club,o'kelly
5762,robin das,wanstead  snaresbrook,ecb_club,das
5763,stuart walker,hetton lyons,ecb_club,walker
5764,sam burge,east molesey,ecb_club,burge
5765,jack scrivens,bath,ecb_club,scrivens
5766,james southgate,east molesey,ecb_club,southgate
5767,hassan azad,wollaton,ecb_club,azad
5768,tom oakley,brentwood,ecb_club,oakley
5769,ryan buckley,kimberley institute,ecb_club,buckley
5770,lachie mcmillan,peterborough town,ecb_club,mcmillan
5771,sam leech,didsbury,ecb_club,leech
5772,harry ratcliffe,kimberley institute,ecb_club,ratcliffe
5773,george politis,ormskirk,ecb_club,politis
5774,sean tindale,south northumberland,ecb_club,tindale
5775,daniel burgoyne,denby,ecb_club,burgoyne
5776,sam smith,tunbridge wells,ecb_club,smith
5777,adam tillcock,cuckney,ecb_club,tillcock
5778,suraj chauhan,tamworth,ecb_club,chauhan
5779,joe settle,clifton,ecb_club,settle
5780,sanath corjuvenkar,loughborough town,ecb_club,corjuvenkar
5781,james green,didsbury,ecb_club,green
5782,kieran collins,woodlands,ecb_club,collins
5783,james stuart,tickhill,ecb_club,stuart
5784,michael turner,wimbledon,ecb_club,turner
5785,hamish llewelyn,wollaton,ecb_club,llewelyn
5786,bilal hassan,old hill,ecb_club,hassan
5787,steve green,didsbury,ecb_club,green
5788,charlie brain,bath,ecb_club,brain
5789,sam seadon,sutton,ecb_club,seadon
5790,ben edmundson,northern,ecb_club,edmundson
5791,thomas ullyott,cuckney,ecb_club,ullyott
5792,james rhodes,wakefield thornes,ecb_club,rhodes
5793,karl brown,leigh,ecb_club,brown
5794,joseph abbotts,longton,ecb_club,abbotts
5795,lucas kennedy,formby,ecb_club,kennedy
5796,jacob clarke pro,horwich rmi,ecb_club,pro
5797,lewis richardson,kendal,ecb_club,richardson
5798,rhett bridgens,tickhill,ecb_club,bridgens
5799,deepak khatri,smethwick,ecb_club,khatri
5800,finn usher,barnard castle,ecb_club,usher
5801,solomon bell,south northumberland,ecb_club,bell
5802,james middleton,knowle  dorridge,ecb_club,middleton
5803,archie newton,golden hill,ecb_club,newton
5804,yasir ali,smethwick,ecb_club,ali
5805,alistair short,banbury,ecb_club,short
5806,jim morgan,tickhill,ecb_club,morgan
5807,thomas brown,ormskirk,ecb_club,brown
5808,joe seager,tamworth,ecb_club,seager
5809,haydir ali,weybridge,ecb_club,ali
5810,zak pooley,richmond,ecb_club,pooley
5811,ewan laughton,cuckney,ecb_club,laughton
5812,saranga rajaguru,swardeston,ecb_club,rajaguru
5813,hussain tallat,east molesey,ecb_club,tallat
5814,jack a bransgrove,st cross symondians,ecb_club,bransgrove
5815,bradley earl,kendal,ecb_club,earl
5816,george harris,northern,ecb_club,harris
5817,jordan lowe,tickhill,ecb_club,lowe
5818,suhayl iqbal,old hill,ecb_club,iqbal
5819,samuel kelsall,moddershall  oulton,ecb_club,kelsall
5820,joshua fallows,horwich rmi,ecb_club,fallows
5821,fred egleston,wakefield thornes,ecb_club,egleston
5822,liam collins,woodlands,ecb_club,collins
5823,adam london,richmond,ecb_club,london
5824,jack boyle,wimbledon,ecb_club,boyle
5825,chris milner,peterborough town,ecb_club,milner
5826,abu saeed,old hill,ecb_club,saeed
5827,danushka sandaruwan,moddershall  oulton,ecb_club,sandaruwan
5828,scott lenham,three bridges,ecb_club,lenham
5829,cody mc donald,witham,ecb_club,donald
5830,ben shaw,wollaton,ecb_club,shaw
5831,scott howard,peterborough town,ecb_club,howard
5832,kieran coyne,banbury,ecb_club,coyne
5833,lesego senokwane,golden hill,ecb_club,senokwane
5834,alex haleem,denby,ecb_club,haleem
5835,benjamin church,bath,ecb_club,church
5836,tom chapman,sandwich town,ecb_club,chapman
5837,james arney,bath,ecb_club,arney
5838,ed smith,tamworth,ecb_club,smith
5839,joe wilson,denby,ecb_club,wilson
5840,jason jakeman,tamworth,ecb_club,jakeman
5841,james clarkson,barnard castle,ecb_club,clarkson
5842,sam brooks,golden hill,ecb_club,brooks
5843,waqas hussain,banbury,ecb_club,hussain
5844,thomas rogers,south northumberland,ecb_club,rogers
5845,grant stone,penzance,ecb_club,stone
5846,anuj jotin,longton,ecb_club,jotin
5847,stuart els,prestwich,ecb_club,els
5848,harry gardner,sutton,ecb_club,gardner
5849,tom rowe,cuckney,ecb_club,rowe
5850,daniel wilson,northern,ecb_club,wilson
5851,jack hebron,brentwood,ecb_club,hebron
5852,joe walker,three bridges,ecb_club,walker
5853,josh bousfield,barnard castle,ecb_club,bousfield
5854,freddie doorbar,longton,ecb_club,doorbar
5855,p i burgoyne,denby,ecb_club,burgoyne
5856,greg liebenberg,northern,ecb_club,liebenberg
5857,fraser hawkins,moddershall  oulton,ecb_club,hawkins
5858,joe white,banbury,ecb_club,white
5859,liam booth,didsbury,ecb_club,booth
5860,kiel van vollenhoven,wollaton,ecb_club,vollenhoven
5861,charlie wilson,denby,ecb_club,wilson
5862,martin weightman,kimberley institute,ecb_club,weightman
5863,jack grundy,teddington,ecb_club,grundy
5864,sijomon joseph,wakefield thornes,ecb_club,joseph
5865,d g ball,knowle  dorridge,ecb_club,ball
5866,sam marsh,ormskirk,ecb_club,marsh
5867,mason turner,clifton,ecb_club,turner
5868,ian cockbain,formby,ecb_club,cockbain
5869,michael glynn,witham,ecb_club,glynn
5870,joshua court,tickhill,ecb_club,court
5871,ali zeb,wanstead  snaresbrook,ecb_club,zeb
5872,tejpal birdi,blackheath,ecb_club,birdi
5873,harry barker,swardeston,ecb_club,barker
5874,imran khan,tickhill,ecb_club,khan
5875,tim boyd,kendal,ecb_club,boyd
5876,ian robinson,ormskirk,ecb_club,robinson
5877,abdullah tahir,wollaton,ecb_club,tahir
5878,neil pinner,knowle  dorridge,ecb_club,pinner
5879,tom hope,longton,ecb_club,hope
5880,christopher garrard,witham,ecb_club,garrard
5881,liam sadler,denby,ecb_club,sadler
5882,joe billings,wakefield thornes,ecb_club,billings
5883,chris ralston,hetton lyons,ecb_club,ralston
5884,adam cragg,south northumberland,ecb_club,cragg
5885,chris swanson,sutton,ecb_club,swanson
5886,aaran amin,teddington,ecb_club,amin
